resume_text,job_description,match_score
"Software Engineer with 2 years of experience. Proficient in sql, django, react, spring, git. Also skilled in python, javascript, mongodb, node.js. Built multiple projects and worked in agile environment. Strong problem-solving skills.","Software Engineer position. Looking for 4+ years of experience. Required skills: python, sql, java, api, spring, react, django, node.js. Must have strong analytical abilities. Hybrid work. Competitive salary and benefits.",71.08
"Data Scientist with 5 years of experience. Proficient in sql, statistics, machine learning, pandas, selenium. Also skilled in automation. Built multiple projects and worked in startup environment. Strong communication skills.","Data Scientist position. Looking for 5+ years of experience. Required skills: tensorflow, sql, pytorch, nlp, numpy, deep learning, machine learning, python. Must have strong analytical abilities. Remote work. Competitive salary and benefits.",52.45
"Full Stack with 3 years of experience. Proficient in javascript, typescript, mongodb, rest api, postgresql. Also skilled in python. Built multiple projects and worked in startup environment. Strong problem-solving skills.","Full Stack Developer position. Looking for 3+ years of experience. Required skills: typescript, react, mongodb, express, html. Must have strong leadership abilities. Hybrid work. Competitive salary and benefits.",59.45
"Backend with 5 years of experience. Proficient in microservices, postgresql, node.js, redis, sql. Also skilled in python, terraform, ansible. Built multiple projects and worked in agile environment. Strong problem-solving skills.","Backend Developer position. Looking for 3+ years of experience. Required skills: java, python, postgresql, redis, microservices. Must have strong leadership abilities. On-site work. Competitive salary and benefits.",80.51
"Mobile Developer with 2 years of experience. Proficient in kotlin, firebase, ios, swift, react native. Also skilled in kubernetes, docker. Built multiple projects and worked in agile environment. Strong teamwork skills.","Mobile Developer position. Looking for 4+ years of experience. Required skills: ios, flutter, mobile, firebase, android, kotlin. Must have strong analytical abilities. Remote work. Competitive salary and benefits.",57.15
"Mobile Developer with 5 years of experience. Proficient in flutter, kotlin, ios, quality assurance, api testing. Built multiple projects and worked in enterprise environment. Strong teamwork skills.","Mobile Developer position. Looking for 6+ years of experience. Required skills: kotlin, firebase, react native, swift, flutter. Must have strong analytical abilities. On-site work. Competitive salary and benefits.",54.58
"Data Scientist with 2 years of experience. Proficient in tensorflow, pytorch, sql, machine learning, statistics. Also skilled in nlp, api, git. Built multiple projects and worked in agile environment. Strong teamwork skills.","Data Scientist position. Looking for 6+ years of experience. Required skills: numpy, tensorflow, machine learning, pytorch, pandas, statistics, python, deep learning. Must have strong analytical abilities. On-site work. Competitive salary and benefits.",41.84
"Devops with 5 years of experience. Proficient in jenkins, terraform, ansible, spring, javascript. Built multiple projects and worked in agile environment. Strong problem-solving skills.","DevOps Engineer position. Looking for 3+ years of experience. Required skills: linux, kubernetes, ansible, git, jenkins, aws, docker. Must have strong technical abilities. Hybrid work. Competitive salary and benefits.",52.46
"Mobile Developer with 3 years of experience. Proficient in flutter, mobile, swift, deep learning, tensorflow. Built multiple projects and worked in agile environment. Strong communication skills.","Mobile Developer position. Looking for 5+ years of experience. Required skills: swift, ios, kotlin, mobile, firebase. Must have strong leadership abilities. Hybrid work. Competitive salary and benefits.",45.51
"Data Scientist with 1 years of experience. Proficient in python, pandas, tensorflow, statistics, numpy. Also skilled in sql, node.js, sql. Built multiple projects and worked in enterprise environment. Strong communication skills.","Data Scientist position. Looking for 2+ years of experience. Required skills: nlp, deep learning, sql, tensorflow, python, machine learning, pytorch. Must have strong technical abilities. On-site work. Competitive salary and benefits.",46.27
"Backend with 1 years of experience. Proficient in python, mongodb, postgresql, redis, node.js. Also skilled in sql, mobile, react native. Built multiple projects and worked in startup environment. Strong teamwork skills.","Backend Developer position. Looking for 2+ years of experience. Required skills: node.js, java, redis, postgresql, microservices. Must have strong leadership abilities. Hybrid work. Competitive salary and benefits.",53.68
"Software Engineer with 3 years of experience. Proficient in django, spring, javascript, sql, java. Also skilled in statistics, deep learning. Built multiple projects and worked in enterprise environment. Strong problem-solving skills.","Software Engineer position. Looking for 5+ years of experience. Required skills: java, python, git, spring, api, node.js. Must have strong technical abilities. On-site work. Competitive salary and benefits.",40.21
"Frontend with 4 years of experience. Proficient in css, html, javascript, webpack, sass. Also skilled in mobile, android. Built multiple projects and worked in agile environment. Strong teamwork skills.","Frontend Developer position. Looking for 5+ years of experience. Required skills: typescript, angular, vue, react, sass, javascript, webpack. Must have strong analytical abilities. Hybrid work. Competitive salary and benefits.",55.2
